Provision for Income Taxes;TTAX;INC;1290;1;-0.084;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Net Income After Taxes;TIAT;INC;1300;1;-0.406;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Minority Interest;CMIN;INC;1310;1;0.003;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Net Income Before Extra. Items;NIBX;INC;1340;1;-0.403;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Net Income;NINC;INC;1400;1;-0.403;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;-0.403;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;-0.403;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Diluted Net Income;SDNI;INC;1530;1;-0.403;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Diluted Weighted Average Shares;SDWS;INC;1540;2;44.77156;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Diluted EPS Excluding ExtraOrd Items;SDBF;INC;1550;3;-0.009;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
DPS - Common Stock Primary Issue;DDPS1;INC;1570;3;0.0;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Diluted Normalized EPS;VDES;INC;1770;3;-0.009;INC;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.043000
Cash & Equivalents;ACAE;BAL;20;1;13.435;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Cash and Short Term Investments;SCSI;BAL;40;1;13.435;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Accounts Receivable - Trade, Net;AACR;BAL;70;1;0.622;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Receivables, Net;ATRC;BAL;100;1;0.622;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Inventory;AITL;BAL;180;1;0.714;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Prepaid Expenses;APPY;BAL;190;1;0.686;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Other Current Assets, Total;SOCA;BAL;260;1;324.634;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Current Assets;ATCA;BAL;270;1;340.091;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Property/Plant/Equipment, Total - Gross;APTC;BAL;520;1;33.154;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Accumulated Depreciation, Total;ADEP;BAL;530;1;-8.015;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Property/Plant/Equipment, Total - Net;APPN;BAL;540;1;25.139;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Goodwill, Net;AGWI;BAL;570;1;51.889;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Intangibles, Net;AINT;BAL;600;1;8.321;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Other Long Term Assets, Total;SOLA;BAL;780;1;0.417;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Assets;ATOT;BAL;880;1;425.857;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Accounts Payable;LAPB;BAL;890;1;2.354;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Accrued Expenses;LAEX;BAL;910;1;5.856;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Notes Payable/Short Term Debt;LSTD;BAL;1120;1;0.0;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Current Port. of  LT Debt/Capital Leases;LCLD;BAL;1130;1;2.151;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Other Current liabilities, Total;SOCL;BAL;1220;1;325.303;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Current Liabilities;LTCL;BAL;1230;1;335.664;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Long Term Debt;LLTD;BAL;1240;1;26.399;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Long Term Debt;LTTD;BAL;1260;1;26.399;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Debt;STLD;BAL;1270;1;28.55;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Deferred Income Tax;SBDT;BAL;1300;1;0.0;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Other Liabilities, Total;SLTL;BAL;1370;1;9.123;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Liabilities;LTLL;BAL;1380;1;371.186;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Preferred Stock - Non Redeemable, Net;SPRS;BAL;1460;1;0.0;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Common Stock, Total;SCMS;BAL;1490;1;0.0;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Additional Paid-In Capital;QPIC;BAL;1500;1;0.0;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Retained Earnings (Accumulated Deficit);QRED;BAL;1510;1;-8.871;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Other Equity, Total;SOTE;BAL;1590;1;63.542;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Equity;QTLE;BAL;1600;1;54.671;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Liabilities & Shareholders' Equity;QTEL;BAL;1610;1;425.857;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Total Common Shares Outstanding;QTCO;BAL;1660;2;50.33374;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Tangible Book Value per Share, Common Eq;STBP;BAL;1980;3;-0.11005;BAL;PAYC;2018-08-06;Annual;UPD;2013-12-31;PROSPECTUS;2014-03-31;2019-03-17 16:10:36.044000
Net Income/Starting Line;ONET;CAS;10;1;-0.406;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Depreciation/Depletion;SDED;CAS;40;1;5.522;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Deferred Taxes;OBDT;CAS;90;1;-0.164;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Non-Cash Items;SNCI;CAS;170;1;0.332;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Cash Interest Paid;SCIP;CAS;1040;1;6.834;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Changes in Working Capital;SOCF;CAS;470;1;5.69;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Cash from Operating Activities;OTLO;CAS;480;1;10.974;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Capital Expenditures;SCEX;CAS;520;1;-5.971;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Other Investing Cash Flow Items, Total;SICF;CAS;670;1;-71.012;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Cash from Investing Activities;ITLI;CAS;680;1;-76.983;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Financing Cash Flow Items;SFCF;CAS;730;1;53.786;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Issuance (Retirement) of Stock, Net;FPSS;CAS;880;1;2.409;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Issuance (Retirement) of Debt, Net;FPRD;CAS;970;1;15.997;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Cash from Financing Activities;FTLF;CAS;980;1;72.192;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Net Change in Cash;SNCC;CAS;1000;1;6.183;CAS;PAYC;2018-08-06;Annual;CLA;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.046000
Revenue;SREV;INC;100;1;433.047;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Total Revenue;RTLR;INC;310;1;433.047;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Cost of Revenue, Total;SCOR;INC;360;1;72.028;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Gross Profit;SGRP;INC;370;1;361.019;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Selling/General/Admin. Expenses, Total;SSGA;INC;550;1;242.159;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Research & Development;ERAD;INC;560;1;30.43;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Depreciation/Amortization;SDPR;INC;600;1;9.805;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Total Operating Expense;ETOE;INC;830;1;354.422;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Operating Income;SOPI;INC;840;1;78.625;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Interest Inc.(Exp.),Net-Non-Op., Total;SNIN;INC;911;1;-0.911;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Other, Net;SONT;INC;1270;1;-1.067;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Net Income Before Taxes;EIBT;INC;1280;1;76.647;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Provision for Income Taxes;TTAX;INC;1290;1;10.24;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Net Income After Taxes;TIAT;INC;1300;1;66.407;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Net Income Before Extra. Items;NIBX;INC;1340;1;66.407;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Total Extraordinary Items;STXI;INC;1390;1;0.4;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Net Income;NINC;INC;1400;1;66.807;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Total Adjustments to Net Income;SANI;INC;1460;1;-0.171;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;66.236;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;66.636;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Diluted Net Income;SDNI;INC;1530;1;66.636;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Diluted Weighted Average Shares;SDWS;INC;1540;2;58.79002;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Diluted EPS Excluding ExtraOrd Items;SDBF;INC;1550;3;1.12665;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Diluted Normalized EPS;VDES;INC;1770;3;1.12665;INC;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.546000
Cash & Equivalents;ACAE;BAL;20;1;46.077;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Cash and Short Term Investments;SCSI;BAL;40;1;46.077;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Accounts Receivable - Trade, Net;AACR;BAL;70;1;1.576;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Receivables, Net;ATRC;BAL;100;1;8.623;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Inventory;AITL;BAL;180;1;0.979;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Prepaid Expenses;APPY;BAL;190;1;4.982;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Other Current Assets, Total;SOCA;BAL;260;1;1115.604;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Current Assets;ATCA;BAL;270;1;1176.265;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Property/Plant/Equipment, Total - Gross;APTC;BAL;520;1;201.23;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Accumulated Depreciation, Total;ADEP;BAL;530;1;-53.525;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Property/Plant/Equipment, Total - Net;APPN;BAL;540;1;147.705;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Goodwill, Net;AGWI;BAL;570;1;51.889;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Intangibles, Net;AINT;BAL;600;1;0.958;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Other Long Term Assets, Total;SOLA;BAL;780;1;173.321;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Assets;ATOT;BAL;880;1;1550.138;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Accounts Payable;LAPB;BAL;890;1;6.49;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Accrued Expenses;LAEX;BAL;910;1;36.591;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Notes Payable/Short Term Debt;LSTD;BAL;1120;1;0.0;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Current Port. of  LT Debt/Capital Leases;LCLD;BAL;1130;1;0.888;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Other Current liabilities, Total;SOCL;BAL;1220;1;1096.183;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Current Liabilities;LTCL;BAL;1230;1;1140.152;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Long Term Debt;LLTD;BAL;1240;1;34.414;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Long Term Debt;LTTD;BAL;1260;1;34.414;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Debt;STLD;BAL;1270;1;35.302;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Deferred Income Tax;SBDT;BAL;1300;1;49.129;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Other Liabilities, Total;SLTL;BAL;1370;1;45.196;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Liabilities;LTLL;BAL;1380;1;1268.891;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Common Stock, Total;SCMS;BAL;1490;1;0.601;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Additional Paid-In Capital;QPIC;BAL;1500;1;161.809;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Retained Earnings (Accumulated Deficit);QRED;BAL;1510;1;258.525;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Treasury Stock - Common;QTSC;BAL;1520;1;-139.688;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Equity;QTLE;BAL;1600;1;281.247;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Liabilities & Shareholders' Equity;QTEL;BAL;1610;1;1550.138;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Total Common Shares Outstanding;QTCO;BAL;1660;2;57.78857;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Tangible Book Value per Share, Common Eq;STBP;BAL;1980;3;3.95234;BAL;PAYC;2018-08-06;Annual;RES;2018-03-31;10-Q;2018-05-03;2019-06-16 16:43:08.580000
Net Income/Starting Line;ONET;CAS;10;1;66.807;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Depreciation/Depletion;SDED;CAS;40;1;19.395;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Deferred Taxes;OBDT;CAS;90;1;-2.087;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Non-Cash Items;SNCI;CAS;170;1;40.252;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Cash Taxes Paid;SCTP;CAS;1050;1;18.332;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Cash Interest Paid;SCIP;CAS;1040;1;0.791;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Changes in Working Capital;SOCF;CAS;470;1;6.233;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Cash from Operating Activities;OTLO;CAS;480;1;130.6;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Capital Expenditures;SCEX;CAS;520;1;-59.389;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Other Investing Cash Flow Items, Total;SICF;CAS;670;1;-230.957;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Cash from Investing Activities;ITLI;CAS;680;1;-290.346;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Financing Cash Flow Items;SFCF;CAS;730;1;197.284;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Issuance (Retirement) of Stock, Net;FPSS;CAS;880;1;-56.88;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Issuance (Retirement) of Debt, Net;FPRD;CAS;970;1;5.261;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Cash from Financing Activities;FTLF;CAS;980;1;145.665;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Net Change in Cash;SNCC;CAS;1000;1;-14.081;CAS;PAYC;2018-08-06;Annual;UPD;2017-12-31;10-K;2018-02-15;2019-06-16 16:43:08.582000
Revenue;SREV;INC;100;1;329.141;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Total Revenue;RTLR;INC;310;1;329.141;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Cost of Revenue, Total;SCOR;INC;360;1;54.066;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Gross Profit;SGRP;INC;370;1;275.075;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Selling/General/Admin. Expenses, Total;SSGA;INC;550;1;188.304;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Research & Development;ERAD;INC;560;1;20.966;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Depreciation/Amortization;SDPR;INC;600;1;7.834;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Unusual Expense (Income);SUIE;INC;740;1;0.0;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Total Operating Expense;ETOE;INC;830;1;271.17;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Operating Income;SOPI;INC;840;1;57.971;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Interest Inc.(Exp.),Net-Non-Op., Total;SNIN;INC;911;1;-1.036;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Other, Net;SONT;INC;1270;1;0.308;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Net Income Before Taxes;EIBT;INC;1280;1;57.243;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Provision for Income Taxes;TTAX;INC;1290;1;13.403;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Net Income After Taxes;TIAT;INC;1300;1;43.84;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Net Income Before Extra. Items;NIBX;INC;1340;1;43.84;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Net Income;NINC;INC;1400;1;43.84;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Total Adjustments to Net Income;SANI;INC;1460;1;-0.333;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;43.507;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;43.507;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
Diluted Net Income;SDNI;INC;1530;1;43.507;INC;PAYC;2018-08-06;Annual;UPD;2016-12-31;10-K;2017-02-21;2019-06-16 16:43:08.584000
